File_Error	Corrected
amai	Aama
aami	Aami
aami	Aami
Aaami	Aami
Umeeed	Umeed
umeeed	Umeed
Umeed	Umeed
kalakkar	Kalakar
Kalakar	Kalakar
iidli	Idli
iddli	Idli
iddli	Idli
didli	Idli
paattagrya	Pattagyraa
PATTAGYYRA	Pattagyraa
PATTAAGYRA	Pattagyraa
PATTAGYRA	Pattagyraa
Kshanu	Kshanu
kshanu	Kshanu
PAKORA	Pakora
pakkora	Pakora
DIL	Dil
DiDl	Dil
Pyaara	Pyaaraa
PYAARA	Pyaaraa
Hwaeee	Hawaee
hawaee	Hawaee
Hwaee	Hawaee
hawaeee	Hawaee
roshnin	Roshnin
ROSHNIN	Roshnin
roshhnin	Roshnin
Diil	Dil
DIL	Dil
Dil	Dil
pallaa	Pala
Paalaa	Pala
PPLAAA	Pala
Paala	Pala
paaneeri	Paneeri
paneeeri	Paneeri
yaadein	Yaadein
Yaadein	Yaadein
Yaadein	Yaadein
llassiaa	Lassiaa
lssiiaa	Lassiaa
Roshhni	Roshni
Roshnni	Roshni
Roshhni	Roshni
Khwaab	Khwaab
Khwaabb	Khwaab
LASSSI	Lassii
LLassi	Lassii
Lsasi	Lassii
LASSI	Lassii
UMEED	Umeed
umeeed	Umeed
UMMEED	Umeed
mueeed	Umeed
Bhgwann	Bhagwan
Bhagwann	Bhagwan
BHAGWANN	Bhagwan
PPRERNA	Prerna
PRERNA	Prerna
prernna	Prerna
rotti	Roti
roti	Roti
aam	Aam
AAM	Aam
aam	Aam
AAMA	Aama
PAL	Pal
paal	Pal
PAL	Pal
LADDU	Ladduu
lddu	Ladduu
mmusam	Mausam
Musam	Mausam
Musma	Mausama
Preem	Prem
pprem	Prem
Prrem	Prem
pprem	Prem
Shakti	Shakti
shakti	Shakti
Shkti	Shakti
Prernau	Prernau
PRERNAUU	Prernau
Prernau	Prernau
PREERNAU	Prernau
lssi	Lassii
LLassi	Lassii
lassii	Lassii
SSANNATA	Sannata
snnata	Sannata
sannata	Sannata
Pyaar	Pyaar
ppyaar	Pyaar
bhgwwan	Bhagwan
bhagwan	Bhagwan
bhagwan	Bhagwan
bhagwan	Bhagwan
DESHNN	Deshn
Deshnn	Deshn
deshn	Deshn
Saannjhee	Saanjhee
Saannjhee	Saanjhee
Saanjhee	Saanjhee
DALA	Dala
dl	Dal
MATRUUBHASHA	Matrubhasha
matrubhasha	Matrubhasha
DHARTI	Dharti
Dharti	Dharti
ppyara	Pyaaraa
pyar	Pyaar
pyaaar	Pyaar
PARRIVARA	Parivaara
PARIVAAR	Parivaar
PARIVAAR	Parivaar
Dinu	Dinu
Dinu	Dinu
dinnu	Dinu
dinnu	Dinu
Pyyaar	Pyaar
pyaar	Pyaar
PYAAAR	Pyaar
KHHWAAB	Khwaab
Khwaaab	Khwaab
KHWAAB	Khwaab
BHINDI	Bhindi
bihindi	Bhindi
Bhhindi	Bhindi
bhindi	Bhindi
am	Aam
AAM	Aam
Aam	Aam
Am	Aam
Dessh	Desh
desh	Desh
deesh	Desh
Dsehh	Dosaee
Prasadn	Prasadn
prsadn	Prasadn
prsaadn	Prasadn
prssadn	Prasadn
DHHARTI	Dharti
Dharti	Dharti
DDHARTI	Dharti
Lasssi	Lassii
lassi	Lassii
lasssi	Lassii
poooj	Pooja
POOJA	Pooja
Poojja	Pooja
dinii	Dini
dinni	Dini
dini	Dini
Safaar	Safar
sfar	Safar
SAFARR	Safar
Din	Din
diin	Din
ddin	Din
yaadeiin	Yaadein
yaadeinn	Yaadein
YAADDEIN	Yaadein
yaddein	Yaadein
krishnan	Krishnan
KRISHHNNA	Krishna
krishnan	Krishnan
matar	Matar
matarr	Matar
mtar	Matar
baachpan	Bachpan
Bachpann	Bachpan
BACHPAN	Bachpan
panneera	Paneera
PPANEERA	Paneera
paneera	Paneera
aPneera	Paneera
janamm	Janam
JANAM	Janam
jaanam	Janam
janam	Janam
Sannnata	Sannata
SANNAATA	Sannata
abndegai	Bandegai
Bandeegai	Bandegai
yaadein	Yaadein
Yadein	Yaadein
yaadeiin	Yaadein
saanjh	Saanjh
sanjh	Saanjh
saanjh	Saanjh
saanjh	Saanjh
bhiindi	Bhindi
Bhindii	Bhindi
Bhinddi	Bhindi
Smmosa	Samosa
SAMOSA	Samosa
Samosa	Samosa
Saanjh	Saanjh
Saanjh	Saanjh
savera	Savera
SSAEVRA	Savera
Savera	Savera
aloo	Aloo
Alooo	Aloo
loo	Aloo
umeed	Umeed
UMEDE	Umeedee
UMEEED	Umeed
KRISSHNA	Krishna
Krishn	Krishna
Krisshna	Krishna
SUKOONN	Sukoon
sukoon	Sukoon
sukoon	Sukoon
sukoon	Sukoon
gulabjamunni	Gulabjamuni
GULABJAAMUNI	Gulabjamuni
GULABJAMUNI	Gulabjamuni
DDOSTA	Dosta
doost	Dost
BHHATURAA	Bhatura
BHATURAAA	Bhatura
IDLIA	Idlia
iddlia	Idlia
pakorau	Pakorau
Pakorau	Pakorau
Pakoraau	Pakorau
shntii	Shanti
SHANNTI	Shanti
shnti	Shanti
shnti	Shanti
Svrea	Savera
sevrra	Savera
svear	Savera
PPRME	Prem
prem	Prem
prem	Prem
BIRYANI	Biryani
Biryani	Biryani
Kshan	Kshan
Kshhan	Kshan
bbhajanu	Bhajanu
bhjanu	Bhajanu
pkorai	Pakorai
PPAKORAI	Pakorai
PAKORRAI	Pakorai
paakorai	Pakorai
Doosa	Dosa
DOOSA	Dosa
Dsos	Dosa
DDOSA	Dosa
panni	Paani
pani	Paani
rkishhna	Krishna
krisshna	Krishna
HAAWA	Hawa
HHAWA	Hawa
rooti	Roti
rooti	Roti
RRoti	Roti
roti	Roti
Bhtki	Bhakti
bhkti	Bhakti
bahkti	Bhakti
RRASGULLA	Rasgullaa
raasgulla	Rasgullaa
Rsgullla	Rasgullaa
Bachpaan	Bachpan
bchpan	Bachpan
duruga	Durgaa
DURGA	Durgaa
DURGA	Durgaa
durga	Durgaa
Gulabjjamun	Gulabjamun
Gulabjaumn	Gulabjamun
LASSI	Lassii
Lssi	Lassii
lsssi	Lassii
rosshniaa	Roshniaa
roshniaa	Roshniaa
Rsohni	Roshni
Rosshni	Roshni
RASGULLA	Rasgullaa
rasgullla	Rasgullaa
rassgulla	Rasgullaa
rsgulla	Rasgullaa
Samosa	Samosa
Samosa	Samosa
Saamosa	Samosa
mSosa	Samosa
NNirvaan	Nirvana
nnirvana	Nirvana
nirvana	Nirvana
nivrana	Nirvana
LADDU	Ladduu
laddu	Ladduu
Laddu	Ladduu
MUSAKN	Muskan
muskn	Muskan
Muksann	Muskan
Lassi	Lassii
slsi	Lassii
lassi	Lassii
Bhturaaa	Bhatura
Bhturaaa	Bhatura
ZINNDAGI	Zindagi
ZINDAGI	Zindagi
DAL	Dal
DDal	Dal
din	Din
din	Din
diin	Din
SHAKKTI	Shakti
hSkti	Shakti
shakti	Shakti
dosaa	Dosa
Dsosaa	Dosa
dosaa	Dosa
doosa	Dosa
hbindi	Bhindi
BHINDDI	Bhindi
Asmita	Asmita
smita	Asmita
AASMITA	Asmita
ASMIITA	Asmita
sanskaar	Sanskaar
SANSKAAR	Sanskaar
bhindi	Bhindi
bhinndi	Bhindi
Bhakti	Bhakti
Bhaktti	Bhakti
bhakti	Bhakti
dal	Dal
dll	Dal
DAL	Dal
Daal	Dal
Shiiv	Shiv
shiv	Shiv
SHIV	Shiv
sshiv	Shiv
Pakroai	Pakorai
PAKORAII	Pakorai
pkoraii	Pakorai
pakorai	Pakorai
BACHPAN	Bachpan
bachhpan	Bachpan
BCACHPAN	Bachpan
BACHPAN	Bachpan
maatar	Matar
MATAAR	Matar
mtar	Matar
MAATR	Matar
PREM	Prem
PPREM	Prem
PRME	Prem
prem	Prem
gnesh	Ganesh
Ganesh	Ganesh
papneera	Paneera
PANEREA	Paneera
Paneera	Paneera
chwal	Chawal
chawal	Chawal
NIRVANA	Nirvana
nirvana	Nirvana
Nirvanna	Nirvana
spnaa	Sapna
sanpa	Sapna
spna	Sapna
SAPNNA	Sapna
PPl	Pal
PAAL	Pal
baandhan	Bandhan
bbandhan	Bandhan
bandhhan	Bandhan
badnhan	Bandhan
Bhatuura	Bhatura
Bhatura	Bhatura
Bhatura	Bhatura
BHATURA	Bhatura
Roshnia	Roshniaa
roshniiaa	Roshniaa
Roshnniaa	Roshniaa
Roshnniaa	Roshniaa
khushboo	Khushboo
kkhushboo	Khushboo
khuushboo	Khushboo
Roshni	Roshni
roshni	Roshni
Sapnan	Sapnan
Sapnan	Sapnan
SAPNAN	Sapnan
SAAPNAN	Sapnan
hlwau	Halwau
hlwauu	Halwau
sAmita	Asmita
smitta	Asmita
DESH	Desh
EDSSH	Desh
saanjjh	Saanjh
Saanjh	Saanjh
kshanu	Kshanu
KSHANU	Kshanu
ggeet	Geet
geeet	Geet
egeet	Geet
GGEET	Geet
Pall	Pal
PAL	Pal
geeet	Geet
geeet	Geet
Shiv	Shiv
SIHV	Shiv
SHIVV	Shiv
shiv	Shiv
pania	Paaniaa
Paannia	Paaniaa
Paania	Paaniaa
paania	Paaniaa
Yaadeien	Yaadein
yadein	Yaadein
Yaadeiin	Yaadein
YAADEEIN	Yaadein
SSAVERA	Savera
saverra	Savera
vSera	Savera
pal	Pal
pal	Pal
pal	Pal
Ildiaa	Idlia
idliaa	Idlia
Idilaa	Idlia
Laddu	Ladduu
dldu	Ladduu
LDADDU	Ladduu
IDLI	Idli
dili	Dili
IDLLI	Idli
idli	Idli
Nirrvanan	Nirvanan
inrvvnan	Nirvanan
Nirvanan	Nirvanan
Nrivanan	Nirvanan
bandegai	Bandegai
Banddegai	Bandegai
banndegai	Bandegai
DDina	Dinaa
Diina	Dinaa
maanzlii	Manzili
manzili	Manzili
MANZILI	Manzili
MMATAR	Matar
Matar	Matar
MUUKSANEE	Muskanee
MUSKANEE	Muskanee
muskanee	Muskanee
MUSKANEE	Muskanee
Khushbooo	Khushboo
Khushbboo	Khushboo
dhrrti	Dharti
Dhrrti	Dharti
shantia	Shantiaa
shantai	Shanti
SHANTIA	Shantiaa
samoosa	Samosa
SAMOSA	Samosa
poojaaa	Pooja
poojaa	Pooja
SAAANHJ	Saanjh
SAANJHH	Saanjh
sanjh	Saanjh
saajnjh	Saanjh
Rotii	Roti
orti	Roti
BBhindi	Bhindi
bbhidni	Bhindi
BHINNDI	Bhindi
RAAT	Raat
RAATT	Raat
ladduu	Ladduu
LADDUDU	Ladduu
Lddu	Ladduu
lladdu	Ladduu
laddu	Ladduu
Ladddu	Ladduu
Prernai	Prernai
Prernai	Prernai
parivaari	Parivaari
PARIVAARI	Parivaari
pparivaari	Parivaari
laddu	Ladduu
ladud	Ladduu
chhaiee	Chaiee
CHHAIEE	Chaiee
Chiee	Chaiee
CHAIEE	Chaiee
HAWA	Hawa
HAWA	Hawa
muskn	Muskan
muskan	Muskan
dostee	Dostee
dosteee	Dostee
POOJA	Pooja
ppooj	Pooja
poojja	Pooja
POOJA	Pooja
saanhj	Saanjh
saanjhh	Saanjh
geet	Geet
GGeet	Geet
Geett	Geet
ASMITAAA	Asmita
asmitaaaa	Asmita
alloon	Aloon
ALOON	Aloon
ALLOON	Aloon
biryani	Biryani
biryni	Biryani
ibrryani	Biryani
humsafar	Humsafar
humsafar	Humsafar
uhmsfar	Humsafar
Jalebi	Jalebi
JALEIB	Jalebi
chawal	Chawal
Chwal	Chawal
Chawal	Chawal
CAHWAL	Chawal
Paal	Pal
PAL	Pal
Pl	Pal
DURGAA	Durgaa
durga	Durgaa
DURGAA	Durgaa
roti	Roti
Roti	Roti
SHAKTI	Shakti
shakkti	Shakti
shakti	Shakti
Shkti	Shakti
Chawal	Chawal
chwwal	Chawal
maausma	Mausama
MAUSAAM	Mausam
mausaam	Mausam
mehmaaani	Mehmaani
Mehmaani	Mehmaani
smosa	Samosa
Samosa	Samosa
biryninn	Biryanin
BIRYANNIN	Biryanin
BIRYYANIN	Biryanin
aashai	Aashai
AASHAI	Aashai
ashai	Aashai
aashaai	Aashai
DILEE	Dilee
DIELE	Dilee
dilee	Dilee
Dilee	Dilee
Raatt	Raat
RAAT	Raat
raaat	Raat
Virsat	Virasat
VIRSAAT	Virasat
yaaadein	Yaadein
yaadein	Yaadein
PPAL	Pal
papl	Pal
pl	Pal
pl	Pal
safar	Safar
Saffar	Safar
Payar	Pyaar
pyaar	Pyaar
PYAAR	Pyaar
parivaar	Parivaar
PARIVAAR	Parivaar
pparivaar	Parivaar
mtrubhasha	Matrubhasha
mtrubbhasha	Matrubhasha
matrubhasha	Matrubhasha
Shakkti	Shakti
shkti	Shakti
shakti	Shakti
duurg	Durgaa
dugr	Durgaa
ddruga	Durgaa
duurga	Durgaa
DIN	Din
din	Din
Diin	Din
LASSII	Lassii
Lassii	Lassii
Lassii	Lassii
geett	Geet
Geett	Geet
saanjh	Saanjh
saanjh	Saanjh
AAahsa	Aasha
Asha	Aasha
AASAH	Aasha
bhkati	Bhakti
bhakti	Bhakti
Bhatki	Bhakti
deshh	Desh
DESSH	Desh
deesh	Desh
Dehs	Dosa
Prern	Prerna
PRERNA	Prerna
prerrna	Prerna
pattagyraa	Pattagyraa
Pattagyraaa	Pattagyraa
Pttagyraa	Pattagyraa
swarr	Swar
Swar	Swar
Durrgai	Durgai
DURRGAI	Durgai
Durgii	Durgai
eMhmaan	Mehmaan
MEHMAAN	Mehmaan
Mhemaan	Mehmaan
mehhmaan	Mehmaan
aaama	Aama
aama	Aama
JANAM	Janam
Jaanam	Janam
janam	Janam
alolo	Aloo
Aloo	Aloo
LADDU	Ladduu
Laddu	Ladduu
LADUD	Ladduu
LAADDU	Ladduu
Durga	Durgaa
ddurga	Durgaa
durga	Durgaa
Dugrg	Durgaa
AAAM	Aam
Aaam	Aam
aaam	Aam
rsglula	Rasgullaa
rasgulla	Rasgullaa
rgsulla	Rasgullaa
eGet	Geet
geeet	Geet
geeet	Geet
eget	Geet
Kshnaaa	Kshana
Kshhnaa	Kshana
Kshanaa	Kshana
SANNATA	Sannata
Sannataa	Sannata
Snnata	Sannata
Sanntaa	Sannata
khushboo	Khushboo
khusbhoo	Khushboo
khushbooo	Khushboo
paniiu	Paaniu
Paniuu	Paaniu
paaniu	Paaniu
paanui	Paani
DIILU	Dilu
dilu	Dilu
Diluu	Dilu
Shanti	Shanti
SHHANTI	Shanti
Shnti	Shanti
SHAATNI	Shakti
lassi	Lassii
LASSI	Lassii
laassi	Lassii
Lassi	Lassii
khwab	Khwaab
khwaab	Khwaab
dill	Dil
Dil	Dil
idli	Idli
Iddli	Idli
Iddli	Idli
nirvana	Nirvana
Nirvna	Nirvana
PAL	Pal
papl	Pal
PAL	Pal
dos	Dosa
dooas	Dosa
MANZILL	Manzil
MMANZIL	Manzil
MAANZIL	Manzil
Mnzil	Manzil
GEET	Geet
geet	Geet
Geeet	Geet
sanskaara	Sanskaara
sanskaara	Sanskaara
premm	Prem
rPemm	Prem
premm	Prem
nirrvana	Nirvana
Nirvanaa	Nirvana
Nirvvana	Nirvana
parivaaar	Parivaar
Parivaar	Parivaar
parivaarr	Parivaar
parivaar	Parivaar
huumsafaru	Humsafaru
HUMASFARU	Humsafaru
HUMSFAFARU	Humsafaru
HUMSAAFARU	Humsafaru
assmitan	Asmitan
asmitna	Asmita
asmittan	Asmitan
SShakti	Shakti
shkti	Shakti
hawa	Hawa
hhwa	Hawa
hhawa	Hawa
hwaa	Hawa
hawaaa	Hawa
Hawaa	Hawa
Hawaa	Hawa
fSarr	Swar
ssafar	Safar
Dinn	Din
Din	Din
din	Din
viraasat	Virasat
Virrasat	Virasat
VIRASATT	Virasat
virsat	Virasat
fSaar	Swar
saffar	Safar
safar	Safar
mmanzila	Manzila
MANZILA	Manzila
manzila	Manzila
Manzila	Manzila
Ganeshi	Ganeshi
GANESHI	Ganeshi
ganeshi	Ganeshi
paanniee	Paaniee
paaniee	Paaniee
poojaaa	Pooja
poojaaa	Pooja
ram	Ram
RRAM	Ram
Ram	Ram
rmm	Ram
pattaggyraaa	Pattagyraa
pattatgyraaa	Pattagyraa
pttaggyraaa	Pattagyraa
pattagyraaa	Pattagyraa
Sukoon	Sukoon
suukoona	Sukoona
Sukoona	Sukoona
sukooona	Sukoona
Aami	Aami
aaami	Aami
Aammi	Aami
shanti	Shanti
sshnti	Shanti
shnti	Shanti
shhanti	Shanti
niirvnaa	Nirvana
Nirvanaa	Nirvana
nirvvaana	Nirvana
nirvnaa	Nirvana
durrg	Durgaa
durgg	Durgaa
saamosau	Samosau
samsoau	Samosau
samosau	Samosau
samosau	Samosau
manziln	Manziln
manzziln	Manziln
MANZIILN	Manziln
Manziln	Manziln
PANNEER	Paneer
PPANEER	Paneer
MEEHMAAN	Mehmaan
mehmann	Mehmaan
pani	Paani
pani	Paani
Gete	Geetee
ggeet	Geet
geeet	Geet
roshni	Roshni
rroshni	Roshni
ROSHNI	Roshni
Bhagwan	Bhagwan
bhgawan	Bhagwan
bhagwan	Bhagwan
Bhaggwan	Bhagwan
desha	Desha
ddeshaa	Desha
Deshaa	Desha
BHAGWAN	Bhagwan
BHAGWWAN	Bhagwan
Bhagwan	Bhagwan
BHAGWAN	Bhagwan
MMehmana	Mehmaana
memhaan	Mehmaan
ZINDAGI	Zindagi
Zindgi	Zindagi
Zindgi	Zindagi
zidngi	Zindagi
SAANJH	Saanjh
SAANJHH	Saanjh
spnaaa	Sapna
spnpaaa	Sapna
SSapnaaa	Sapna
swar	Swar
swr	Swar
sswar	Swar
swr	Swar
dili	Dili
idli	Idli
idlii	Idli
krishnn	Krishna
krishna	Krishna
kkrishn	Krishna
snskaarr	Sanskaar
sanskaar	Sanskaar
SANSKAAR	Sanskaar
Sanskaar	Sanskaar
Roshni	Roshni
orshnni	Roshni
poojaa	Pooja
OPOJAAA	Pooja
paneerr	Paneer
PANEER	Paneer
PAENER	Paneer
rosshni	Roshni
roshni	Roshni
DDost	Dost
dsott	Dost
DOST	Dost
doost	Dost
ddal	Dal
Dal	Dal
dl	Dal
dal	Dal
bandhhan	Bandhan
bandhan	Bandhan
nBdhan	Bandhan
bandhan	Bandhan
biiryni	Biryani
Biryani	Biryani
BIRYANNI	Biryani
MANZIIL	Manzil
maznil	Manzil
maanzil	Manzil
mnzil	Manzil
yaaadein	Yaadein
Yaadein	Yaadein
Yaaddein	Yaadein
yaadeein	Yaadein
Durgau	Durgau
Durgau	Durgau
durgau	Durgau
durggu	Durgaa
Nirvana	Nirvana
nirvna	Nirvana
NiNrvna	Nirvana
Nirvanaa	Nirvana
paani	Paani
paani	Paani
SAAVERA	Savera
savera	Savera
asavera	Savera
Khushi	Khushi
KHSUHI	Khushi
khhsuhi	Khushi
KHUSHII	Khushi
ram	Ram
Ram	Ram
ram	Ram
Ram	Ram
GANEESH	Ganesh
GANESH	Ganesh
Gannesh	Ganesh
ganesh	Ganesh
POOJA	Pooja
ppooja	Pooja
pooja	Pooja
bnadhani	Bandhani
bndhhani	Bandhani
BANDHHANI	Bandhani
BANDHHAIN	Bandhan
aLaddu	Ladduu
ladddu	Ladduu
Laddu	Ladduu
laaddu	Ladduu
Saanjh	Saanjh
SANAJH	Saanjh
sannata	Sannata
sannata	Sannata
SANNNATA	Sannata
snnata	Sannata
Assha	Aasha
Aasha	Aasha
UMEEED	Umeed
ummeed	Umeed
umeedd	Umeed
umeedd	Umeed
Bhindiia	Bhindiaa
Bhindi	Bhindi
Bhindi	Bhindi
BHINDIIA	Bhindiaa
lassii	Lassii
LASSI	Lassii
laassi	Lassii
lasssi	Lassii
BBACHPAN	Bachpan
bahcpan	Bhagwan
BBACHPAN	Bachpan
BACHPAN	Bachpan
Rotia	Rotia
ROITA	Roti
BIRYANI	Biryani
biryaani	Biryani
BIRYANNI	Biryani
Biiryani	Biryani
SUKOON	Sukoon
sukoon	Sukoon
ssukoon	Sukoon
Sukoon	Sukoon
SUKOONN	Sukoon
SUKOONN	Sukoon
sukooonn	Sukoon
Prasaede	Prasadee
Prssadee	Prasadee
prsadee	Prasadee
manzila	Manzila
aMnzilaa	Manzila
MANZILLA	Manzila
Manzila	Manzila
sapnna	Sapna
spnaa	Sapna
sapna	Sapna
SAPNAA	Sapna
SWWAREE	Swaree
Swaree	Swaree
NIRVANAA	Nirvana
nirvana	Nirvana
musakn	Muskan
Muskaan	Muskan
musskan	Muskan
muskaan	Muskan
BIRYANI	Biryani
Biryyni	Biryani
CAHIAA	Chaiaa
CHAIIA	Chaiaa
chaiai	Chaiaa
Prern	Prerna
PERRNA	Pyaarn
Jalebi	Jalebi
jjalebi	Jalebi
Chai	Chai
chhai	Chai
cchi	Chai
hCaai	Chai
Dosa	Dosa
ddsoa	Dosa
dosa	Dosa
durg	Durgaa
uDrgga	Durgaa
durga	Durgaa
durg	Durgaa
roshni	Roshni
ROOSHNI	Roshni
Roshni	Roshni
rooshni	Roshni
ddhtri	Dharti
dharti	Dharti
DHAARTI	Dharti
prem	Prem
prrem	Prem
Premm	Prem
PREM	Prem
SWWAR	Swar
Swar	Swar
Prssadi	Prasadi
Prsadi	Prasadi
adalaa	Idlia
dalaaa	Dala
DALAA	Dala
DALAAA	Dala
sannaata	Sannata
SANNATA	Sannata
sannatta	Sannata
asnnnata	Sannata
saanjh	Saanjh
ssaanjh	Saanjh
Preerna	Prerna
Prern	Prerna
diin	Din
dini	Dini
diin	Din
DIIN	Din
MMAUSAM	Mausam
mauusam	Mausam
mausam	Mausam
dots	Dosa
DDost	Dost
DOOST	Dost
ddil	Dil
Dil	Dil
Diil	Dil
asmita	Asmita
Asmit	Asmita
rrasgulla	Rasgullaa
RASGULULA	Rasgullaa
rsguulla	Rasgullaa
ssaanjh	Saanjh
saajnh	Saanjh
Saanjh	Saanjh
JANAM	Janam
Janam	Janam
KALAKARREE	Kalakaree
Kalaakaree	Kalakaree
Manziil	Manzil
maanzil	Manzil
manzil	Manzil
MANIZLL	Manzil
Prasaadi	Prasadi
Parsaadi	Prasadi
bandhan	Bandhan
bndhaan	Bandhan
bnadhhan	Bandhan
sapnna	Sapna
SAPNA	Sapna
saapna	Sapna
Sapnaa	Sapna
Umeed	Umeed
uumeed	Umeed
humsafar	Humsafar
humsafaar	Humsafar
humsafarr	Humsafar
HUMSAFARR	Humsafar
POOJANN	Poojan
poojan	Poojan
Poojjan	Poojan
Poojann	Poojan
pl	Pal
PAL	Pal
Pal	Pal
ppal	Pal
Gulabjamunn	Gulabjamun
gulabjamun	Gulabjamun
GEET	Geet
Geet	Geet
geet	Geet
MMnzil	Manzil
mnzil	Manzil
mnzil	Manzil
MANZIL	Manzil
paaniaa	Paaniaa
paaaniaa	Paaniaa
sfarr	Safar
sfar	Safar
safaru	Safaru
SAFARU	Safaru
Manzzli	Manzili
manziil	Manzil
mmanzil	Manzil
pyaar	Pyaar
Pyaar	Pyaar
smitaa	Asmita
AAsmita	Asmita
aasmitaa	Asmita
baachpan	Bachpan
bchpan	Bachpan
Bchppan	Bachpan
Bchpan	Bachpan
DDAL	Dal
DALL	Dal
Dal	Dal
DAL	Dal
Sannata	Sannata
SANNNATA	Sannata
snnata	Sannata
prerna	Prerna
prerna	Prerna
KHUSHI	Khushi
Khushi	Khushi
loou	Aloou
ALOOU	Aloou
LAOOUU	Ladduu
bnadegai	Bandegai
Banndegai	Bandegai
DALU	Dalu
DDlu	Dilu
khushi	Khushi
KKhushi	Khushi
khushi	Khushi
khushi	Khushi
shakti	Shakti
Shktii	Shakti
DIL	Dil
dil	Dil
BHINDI	Bhindi
BHINID	Bhindi
bhiindi	Bhindi
Sapan	Sapna
spna	Sapna
sapnaa	Sapna
Mausama	Mausama
mausama	Mausama
mausama	Mausama
kkhwaab	Khwaab
KHWAAB	Khwaab
Khwaab	Khwaab
KHWAABB	Khwaab
Shnti	Shanti
shanti	Shanti
Roshnia	Roshniaa
Roshnnia	Roshniaa
RRoshnia	Roshniaa
bhtuar	Bhatura
BBHATURA	Bhatura
dosstee	Dostee
Dostee	Dostee
Dosstee	Dostee
IDLIA	Idlia
idli	Idli
idilia	Idlia
IDLIIA	Idlia
paarivaar	Parivaar
parivaar	Parivaar
PARIVAAR	Parivaar
PARIVAAAR	Parivaar
matar	Matar
aMatar	Matar
Umeeedee	Umeedee
UMEEDEE	Umeedee
Umeedee	Umeedee
UMEEDDEE	Umeedee
DIIN	Din
DIN	Din
diin	Din
desh	Desh
ddesh	Desh
EDSH	Desh
NIRVANA	Nirvana
nirvna	Nirvana
niirvna	Nirvana
Nirvanaa	Nirvana
prrernan	Prernan
prernaan	Prernan
prernan	Prernan
Prernan	Prernan
bchpan	Bachpan
bchpan	Bachpan
bchpan	Bachpan
PAKORRA	Pakora
PAKORAA	Pakora
pkora	Pakora
pakora	Pakora
praasadn	Prasadn
prassadn	Prasadn
prsadn	Prasadn
prsadn	Prasadn
PREEM	Prem
RPEM	Prem
bhhindiu	Bhindiu
bhinddiu	Bhindiu
BBhindiu	Bhindiu
hawwa	Hawa
hawa	Hawa
hawa	Hawa
LASSIEEE	Lassiee
lsisee	Lassiee
Sapan	Sapna
sappna	Sapna
Sapna	Sapna
kkhushbooaa	Khushbooaa
khushbooa	Khushbooaa
GANESHAA	Ganesha
ganeshaa	Ganesha
Gneshaa	Ganesha
Pall	Pal
apll	Dal
pall	Pal
RRaat	Raat
rraat	Raat
Rat	Raat
krishna	Krishna
krrishn	Krishna
Lasssi	Lassii
lassi	Lassii
humsfar	Humsafar
HHumsafar	Humsafar
HUMSAFAR	Humsafar
aydein	Yaadein
yaaedin	Yaadein
Saanjhee	Saanjhee
SAANJHHEE	Saanjhee
SAAANJHEE	Saanjhee
Lasssi	Lassii
Lasssi	Lassii
Lassii	Lassii
prernaa	Prerna
prernaa	Prerna
PRRERNAA	Prerna
Prernaa	Prerna
Nirrvana	Nirvana
Nirvanna	Nirvana
SWARRAA	Swara
swraa	Swara
swaraa	Swara
ppattagyra	Pattagyraa
PATTAGGYRA	Pattagyraa
ppttagyra	Pattagyraa
Pattaagyra	Pattagyraa
Humasfar	Humsafar
humsafar	Humsafar
HUMSSAFAR	Humsafar
Humsafar	Humsafar
mausamu	Mausamu
mausamuu	Mausamu
Musammu	Mausamu
amusamu	Mausamu
aam	Aam
Aam	Aam
AAM	Aam
aama	Aama
Kshhan	Kshan
kshan	Kshan
KSSHAN	Kshan
SSAANJHU	Saanjhu
Saanjjhu	Saanjhu
SAAANJHU	Saanjhu
saaanjhu	Saanjhu
biryaani	Biryani
biryani	Biryani
pyaar	Pyaar
PYARAR	Pyaaraa
Pyarr	Pyaar
spna	Sapna
Sapna	Sapna
Sapna	Sapna
kkhushin	Khushin
Khushin	Khushin
KHUSHIN	Khushin
Pooja	Pooja
POOJA	Pooja
Pooj	Pooja
bhaturaaa	Bhatura
BHATURAAA	Bhatura
BHATURAAA	Bhatura
DDal	Dal
ddal	Dal
Matrubhasah	Matrubhasha
matrubhasha	Matrubhasha
MATRUBHASHAA	Matrubhasha
chaiaaa	Chaiaa
chaiaa	Chaiaa
chaiaa	Chaiaa
CHHAIAA	Chaiaa
Asimta	Asmita
Asmita	Asmita
AAMSITA	Asmita
asmmita	Asmita
bhjanaaa	Bhajana
BHJAANAA	Bhajana
HBAJANAA	Bhajana
bhajanaa	Bhajana
RPERNA	Prerna
prenra	Prerna
RASGULLA	Rasgullaa
RASGULLA	Rasgullaa
RAGSULLAA	Rasgullaa
RASGULLA	Rasgullaa
muskan	Muskan
mmuskn	Muskan
msukkan	Muskan
Muskan	Muskan
chainn	Chain
CCHIAN	Chain
Roshni	Roshni
rosshni	Roshni
roshni	Roshni
ROSHNI	Roshni
palaa	Pala
Pala	Pala
durg	Durgaa
DUURGA	Durgaa
DUURGA	Durgaa
Sukkoon	Sukoon
sukoon	Sukoon
prem	Prem
PREEM	Prem
Prrme	Prem
Preem	Prem
