File_Error	Corrected
Hwaee	Chawalee
hawaeee	Chawalee
roshnin	Roshnin
ROSHNIN	Roshnin
roshhnin	Roshnin
Diil	Dil
DIL	Dil
Dil	Dil
pallaa	Pala
Paalaa	Pala
PPLAAA	Pala
Paala	Pala
paaneeri	Paneeri
paneeeri	Paneeri
yaadein	Yaadein
Yaadein	Yaadein
Yaadein	Yaadein
llassiaa	Lassia
lssiiaa	Idlia
Roshhni	Roshni
Roshnni	Roshni
Roshhni	Roshni
Khwaab	Khwaab
Khwaabb	Khwaab
LASSSI	Lassi
LLassi	Lassi
Lsasi	Lassi
LASSI	Lassi
UMEED	Umeed
umeeed	Umeed
UMMEED	Umeed
mueeed	Umeed
Bhgwann	Bhagwan
Bhagwann	Bhagwan
BHAGWANN	Bhagwan
PPRERNA	Prerna
PRERNA	Prerna
prernna	Prerna
rotti	Roti
roti	Roti
aam	Aam
AAM	Aam
aam	Aam
AAMA	Rama
PAL	Dal
paal	Dal
PAL	Dal
LADDU	Laddu
lddu	Dilu
mmusam	Mausam
Musam	Mausam
Musma	Mausama
Preem	Prem
pprem	Prem
Prrem	Prem
pprem	Prem
Shakti	Shakti
shakti	Shakti
Shkti	Shakti
Prernau	Prernau
PRERNAUU	Prernau
Prernau	Prernau
PREERNAU	Prernau
lssi	Idli
LLassi	Lassi
lassii	Lassi
SSANNATA	Sannata
snnata	Sannata
sannata	Sannata
Pyaar	Pyaar
ppyaar	Pyaar
bhgwwan	Bhagwan
bhagwan	Bhagwan
bhagwan	Bhagwan
bhagwan	Bhagwan
DESHNN	Deshn
Deshnn	Deshn
deshn	Deshn
Saannjhee	Saanjhee
Saannjhee	Saanjhee
Saanjhee	Saanjhee
DALA	Pala
dl	Idli
MATRUUBHASHA	Matrubhasha
matrubhasha	Matrubhasha
DHARTI	Dharti
Dharti	Dharti
ppyara	Pyaara
pyar	Pyaar
pyaaar	Pyaar
PARRIVARA	Parivaara
PARIVAAR	Parivaar
PARIVAAR	Parivaar
Dinu	Dinu
Dinu	Dinu
dinnu	Dinu
dinnu	Dinu
Pyyaar	Pyaar
pyaar	Pyaar
PYAAAR	Pyaar
KHHWAAB	Khwaab
Khwaaab	Khwaab
KHWAAB	Khwaab
BHINDI	Bhindi
bihindi	Bhindi
Bhhindi	Bhindi
bhindi	Bhindi
am	Aam
AAM	Aam
Aam	Aam
Am	Aam
Dessh	Desh
desh	Desh
deesh	Desh
Dsehh	Desh
Prasadn	Prasadn
prsadn	Prasadn
prsaadn	Prasadn
prssadn	Prasadn
DHHARTI	Dharti
Dharti	Dharti
DDHARTI	Dharti
Lasssi	Lassi
lassi	Lassi
lasssi	Lassi
poooj	Pooja
POOJA	Pooja
Poojja	Pooja
dinii	Dini
dinni	Dini
dini	Dini
Safaar	Safar
sfar	Humsafar
SAFARR	Safar
Din	Din
diin	Din
ddin	Din
yaadeiin	Yaadein
yaadeinn	Yaadein
YAADDEIN	Yaadein
yaddein	Yaadein
krishnan	Krishnan
KRISHHNNA	Krishna
krishnan	Krishnan
matar	Matar
matarr	Matar
mtar	Matar
baachpan	Bachpan
Bachpann	Bachpan
BACHPAN	Bachpan
panneera	Paneera
PPANEERA	Paneera
paneera	Paneera
aPneera	Paneera
janamm	Janam
JANAM	Janam
jaanam	Janam
janam	Janam
Sannnata	Sannata
SANNAATA	Sannata
abndegai	Bandegai
Bandeegai	Bandegai
yaadein	Yaadein
Yadein	Yaadein
yaadeiin	Yaadein
saanjh	Saanjh
sanjh	Saanjh
saanjh	Saanjh
saanjh	Saanjh
bhiindi	Bhindi
Bhindii	Bhindi
Bhinddi	Bhindi
Smmosa	Samosa
SAMOSA	Samosa
Samosa	Samosa
Saanjh	Saanjh
Saanjh	Saanjh
savera	Savera
SSAEVRA	Savera
Savera	Savera
aloo	Dal
Alooo	Dal
loo	Aloo
umeed	Umeed
UMEDE	Umeedee
UMEEED	Umeed
KRISSHNA	Krishna
Krishn	Krishna
Krisshna	Krishna
SUKOONN	Sukoon
sukoon	Sukoon
sukoon	Sukoon
sukoon	Sukoon
gulabjamunni	Gulabjamuni
GULABJAAMUNI	Gulabjamuni
GULABJAMUNI	Gulabjamuni
DDOSTA	Dosta
doost	Dost
BHHATURAA	Bhatura
BHATURAAA	Bhatura
IDLIA	Idlia
iddlia	Idlia
pakorau	Pakorau
Pakorau	Pakorau
Pakoraau	Pakorau
shntii	Shanti
SHANNTI	Shanti
shnti	Shanti
shnti	Shanti
Svrea	Prema
sevrra	Savera
svear	Savera
PPRME	Prem
prem	Prem
prem	Prem
BIRYANI	Biryani
Biryani	Biryani
Kshan	Kshan
Kshhan	Kshan
bbhajanu	Bhajanu
bhjanu	Bhajanu
pkorai	Pakorai
PPAKORAI	Pakorai
PAKORRAI	Pakorai
paakorai	Pakorai
Doosa	Dosa
DOOSA	Dosa
Dsos	Dosa
DDOSA	Dosa
panni	Paani
pani	Paani
rkishhna	Krishna
krisshna	Krishna
HAAWA	Chawal
HHAWA	Chawal
rooti	Roti
rooti	Roti
RRoti	Roti
roti	Roti
Bhtki	Shakti
bhkti	Shakti
bahkti	Shakti
RRASGULLA	Rasgulla
raasgulla	Rasgulla
Rsgullla	Rasgulla
Bachpaan	Bachpan
bchpan	Bachpan
duruga	Durga
DURGA	Durga
DURGA	Durga
durga	Durga
Gulabjjamun	Gulabjamun
Gulabjaumn	Gulabjamun
LASSI	Lassi
Lssi	Idli
lsssi	Idli
rosshniaa	Roshnia
roshniaa	Roshnia
Rsohni	Krishnai
Rosshni	Roshni
RASGULLA	Rasgulla
rasgullla	Rasgulla
rassgulla	Rasgulla
rsgulla	Rasgulla
Samosa	Samosa
Samosa	Samosa
Saamosa	Samosa
mSosa	Samosa
NNirvaan	Nirvana
nnirvana	Nirvana
nirvana	Nirvana
nivrana	Nirvana
LADDU	Laddu
laddu	Laddu
Laddu	Laddu
MUSAKN	Muskan
muskn	Muskan
Muksann	Muskan
Lassi	Lassi
slsi	Lassi
lassi	Lassi
Bhturaaa	Bhatura
Bhturaaa	Bhatura
ZINNDAGI	Zindagi
ZINDAGI	Zindagi
DAL	Dal
DDal	Dal
din	Din
din	Din
diin	Din
SHAKKTI	Shakti
hSkti	Shakti
shakti	Shakti
dosaa	Dosa
Dsosaa	Dosa
dosaa	Dosa
doosa	Dosa
hbindi	Bhindi
BHINDDI	Bhindi
Asmita	Asmita
smita	Asmita
AASMITA	Asmita
ASMIITA	Asmita
sanskaar	Sanskaar
SANSKAAR	Sanskaar
bhindi	Bhindi
bhinndi	Bhindi
Bhakti	Shakti
Bhaktti	Shakti
bhakti	Shakti
dal	Dal
dll	Idli
DAL	Dal
Daal	Dal
Shiiv	Shiv
shiv	Shiv
SHIV	Shiv
sshiv	Shiv
Pakroai	Pakorai
PAKORAII	Pakorai
pkoraii	Pakorai
pakorai	Pakorai
BACHPAN	Bachpan
bachhpan	Bachpan
BCACHPAN	Bachpan
BACHPAN	Bachpan
maatar	Matar
MATAAR	Matar
mtar	Matar
MAATR	Matar
PREM	Prem
PPREM	Prem
PRME	Prem
prem	Prem
gnesh	Ganesh
Ganesh	Ganesh
papneera	Paneera
PANEREA	Paneera
Paneera	Paneera
chwal	Chawal
chawal	Chawal
NIRVANA	Nirvana
nirvana	Nirvana
Nirvanna	Nirvana
spnaa	Sapna
sanpa	Kshana
spna	Sapna
SAPNNA	Sapna
PPl	Dal
PAAL	Dal
baandhan	Bandhan
bbandhan	Bandhan
bandhhan	Bandhan
badnhan	Bandhan
Bhatuura	Bhatura
Bhatura	Bhatura
Bhatura	Bhatura
BHATURA	Bhatura
Roshnia	Roshnia
roshniiaa	Roshnia
Roshnniaa	Roshnia
Roshnniaa	Roshnia
khushboo	Khushboo
kkhushboo	Khushboo
khuushboo	Khushboo
Roshni	Roshni
roshni	Roshni
Sapnan	Sapnan
Sapnan	Sapnan
SAPNAN	Sapnan
SAAPNAN	Sapnan
hlwau	Halwau
hlwauu	Halwau
sAmita	Asmita
smitta	Asmita
DESH	Desh
EDSSH	Desh
saanjjh	Saanjh
Saanjh	Saanjh
kshanu	Kshanu
KSHANU	Kshanu
ggeet	Geet
geeet	Geet
egeet	Geet
GGEET	Geet
Pall	Dal
PAL	Dal
geeet	Geet
geeet	Geet
Shiv	Shiv
SIHV	Shiv
SHIVV	Shiv
shiv	Shiv
pania	Paania
Paannia	Paania
Paania	Paania
paania	Paania
Yaadeien	Yaadein
yadein	Yaadein
Yaadeiin	Yaadein
YAADEEIN	Yaadein
SSAVERA	Savera
saverra	Savera
vSera	Savera
pal	Dal
pal	Dal
pal	Dal
Ildiaa	Dila
idliaa	Idlia
Idilaa	Dila
Laddu	Laddu
dldu	Laddu
LDADDU	Laddu
IDLI	Idli
dili	Idli
IDLLI	Idli
idli	Idli
Nirrvanan	Nirvanan
inrvvnan	Nirvanan
Nirvanan	Nirvanan
Nrivanan	Nirvanan
bandegai	Bandegai
Banddegai	Bandegai
banndegai	Bandegai
DDina	Dina
Diina	Dina
maanzlii	Manzili
manzili	Manzili
MANZILI	Manzili
MMATAR	Matar
Matar	Matar
MUUKSANEE	Muskanee
MUSKANEE	Muskanee
muskanee	Muskanee
MUSKANEE	Muskanee
Khushbooo	Khushboo
Khushbboo	Khushboo
dhrrti	Dharti
Dhrrti	Dharti
shantia	Shantia
shantai	Shanti
SHANTIA	Shantia
samoosa	Samosa
SAMOSA	Samosa
poojaaa	Pooja
poojaa	Pooja
SAAANHJ	Kshan
SAANJHH	Saanjh
sanjh	Saanjh
saajnjh	Saanjh
Rotii	Roti
orti	Roti
BBhindi	Bhindi
bbhidni	Bhindi
BHINNDI	Bhindi
RAAT	Virasat
RAATT	Virasat
ladduu	Laddu
LADDUDU	Laddu
Lddu	Dilu
lladdu	Laddu
laddu	Laddu
Ladddu	Laddu
Prernai	Prernai
Prernai	Prernai
parivaari	Parivaari
PARIVAARI	Parivaari
pparivaari	Parivaari
laddu	Laddu
ladud	Laddu
chhaiee	Chaiee
CHHAIEE	Chaiee
Chiee	Shivee
CHAIEE	Chaiee
HAWA	Chawal
HAWA	Chawal
muskn	Muskan
muskan	Muskan
dostee	Dostee
dosteee	Dostee
POOJA	Pooja
ppooj	Pooja
poojja	Pooja
POOJA	Pooja
saanhj	Kshan
saanjhh	Saanjh
geet	Geet
GGeet	Geet
Geett	Geet
ASMITAAA	Asmita
asmitaaaa	Asmita
alloon	Paln
ALOON	Paln
ALLOON	Paln
biryani	Biryani
biryni	Biryani
ibrryani	Biryani
humsafar	Humsafar
humsafar	Humsafar
uhmsfar	Humsafar
Jalebi	Jalebi
JALEIB	Jalebi
chawal	Chawal
Chwal	Chawal
Chawal	Chawal
CAHWAL	Chawal
Paal	Dal
PAL	Dal
Pl	Dal
DURGAA	Durga
durga	Durga
DURGAA	Durga
roti	Roti
Roti	Roti
SHAKTI	Shakti
shakkti	Shakti
shakti	Shakti
Shkti	Shakti
Chawal	Chawal
chwwal	Chawal
maausma	Mausama
MAUSAAM	Mausam
mausaam	Mausam
mehmaaani	Mehmaani
Mehmaani	Mehmaani
smosa	Samosa
Samosa	Samosa
biryninn	Biryanin
BIRYANNIN	Biryanin
BIRYYANIN	Biryanin
aashai	Aashai
AASHAI	Aashai
ashai	Aashai
aashaai	Aashai
DILEE	Dilee
DIELE	Idliee
dilee	Dilee
Dilee	Dilee
Raatt	Virasat
RAAT	Virasat
raaat	Virasat
Virsat	Virasat
VIRSAAT	Virasat
yaaadein	Yaadein
yaadein	Yaadein
PPAL	Dal
papl	Dal
pl	Dal
pl	Dal
safar	Safar
Saffar	Safar
Payar	Matar
pyaar	Pyaar
PYAAR	Pyaar
parivaar	Parivaar
PARIVAAR	Parivaar
pparivaar	Parivaar
mtrubhasha	Matrubhasha
mtrubbhasha	Matrubhasha
matrubhasha	Matrubhasha
Shakkti	Shakti
shkti	Shakti
shakti	Shakti
duurg	Durga
dugr	Laddu
ddruga	Durga
duurga	Durga
DIN	Din
din	Din
Diin	Din
LASSII	Lassi
Lassii	Lassi
Lassii	Lassi
geett	Geet
Geett	Geet
saanjh	Saanjh
saanjh	Saanjh
AAahsa	Aasha
Asha	Aasha
AASAH	Aasha
bhkati	Shakti
bhakti	Shakti
Bhatki	Shakti
deshh	Desh
DESSH	Desh
deesh	Desh
Dehs	Desh
Prern	Prerna
PRERNA	Prerna
prerrna	Prerna
pattagyraa	Pattagyra
Pattagyraaa	Pattagyra
Pttagyraa	Pattagyra
swarr	Swar
Swar	Swar
Durrgai	Durgai
DURRGAI	Durgai
Durgii	Durgai
eMhmaan	Mehmaan
MEHMAAN	Mehmaan
Mhemaan	Mehmaan
mehhmaan	Mehmaan
aaama	Rama
aama	Rama
JANAM	Janam
Jaanam	Janam
janam	Janam
alolo	Aloo
Aloo	Dal
LADDU	Laddu
Laddu	Laddu
LADUD	Laddu
LAADDU	Laddu
Durga	Durga
ddurga	Durga
durga	Durga
Dugrg	Durga
AAAM	Aam
Aaam	Aam
aaam	Aam
rsglula	Rasgulla
rasgulla	Rasgulla
rgsulla	Rasgulla
eGet	Geet
geeet	Geet
geeet	Geet
eget	Geet
Kshnaaa	Kshana
Kshhnaa	Kshana
Kshanaa	Kshana
SANNATA	Sannata
Sannataa	Sannata
Snnata	Sannata
Sanntaa	Kshana
khushboo	Khushboo
khusbhoo	Khushboo
khushbooo	Khushboo
paniiu	Paaniu
Paniuu	Paaniu
paaniu	Paaniu
paanui	Bachpanu
DIILU	Dilu
dilu	Dilu
Diluu	Dilu
Shanti	Shanti
SHHANTI	Shanti
Shnti	Shanti
SHAATNI	Kshani
lassi	Lassi
LASSI	Lassi
laassi	Lassi
Lassi	Lassi
khwab	Khwaab
khwaab	Khwaab
dill	Dil
Dil	Dil
idli	Idli
Iddli	Idli
Iddli	Idli
nirvana	Nirvana
Nirvna	Nirvana
PAL	Dal
papl	Dal
PAL	Dal
dos	Dosa
dooas	Dosa
MANZILL	Manzil
MMANZIL	Manzil
MAANZIL	Manzil
Mnzil	Manzil
GEET	Geet
geet	Geet
Geeet	Geet
sanskaara	Sanskaara
sanskaara	Sanskaara
premm	Prem
rPemm	Prem
premm	Prem
nirrvana	Nirvana
Nirvanaa	Nirvana
Nirvvana	Nirvana
parivaaar	Parivaar
Parivaar	Parivaar
parivaarr	Parivaar
parivaar	Parivaar
huumsafaru	Humsafaru
HUMASFARU	Humsafaru
HUMSFAFARU	Humsafaru
HUMSAAFARU	Humsafaru
assmitan	Asmitan
asmitna	Asmita
asmittan	Asmitan
SShakti	Shakti
shkti	Shakti
hawa	Chawal
hhwa	Khwaab
hhawa	Chawal
hwaa	Khwaab
hawaaa	Chawal
Hawaa	Chawal
Hawaa	Chawal
fSarr	Safar
ssafar	Safar
Dinn	Din
Din	Din
din	Din
viraasat	Virasat
Virrasat	Virasat
VIRASATT	Virasat
virsat	Virasat
fSaar	Safar
saffar	Safar
safar	Safar
mmanzila	Manzila
MANZILA	Manzila
manzila	Manzila
Manzila	Manzila
Ganeshi	Ganeshi
GANESHI	Ganeshi
ganeshi	Ganeshi
paanniee	Paaniee
paaniee	Paaniee
poojaaa	Pooja
poojaaa	Pooja
ram	Aam
RRAM	Aam
Ram	Aam
rmm	Prem
pattaggyraaa	Pattagyra
pattatgyraaa	Pattagyra
pttaggyraaa	Pattagyra
pattagyraaa	Pattagyra
Sukoon	Sukoon
suukoona	Sukoona
Sukoona	Sukoona
sukooona	Sukoona
Aami	Rami
aaami	Rami
Aammi	Rami
shanti	Shanti
sshnti	Shanti
shnti	Shanti
shhanti	Shanti
niirvnaa	Nirvana
Nirvanaa	Nirvana
nirvvaana	Nirvana
nirvnaa	Nirvana
durrg	Durga
durgg	Durga
saamosau	Samosau
samsoau	Samosau
samosau	Samosau
samosau	Samosau
manziln	Manziln
manzziln	Manziln
MANZIILN	Manziln
Manziln	Manziln
PANNEER	Paneer
PPANEER	Paneer
MEEHMAAN	Mehmaan
mehmann	Mehmaan
pani	Paani
pani	Paani
Gete	Geetee
ggeet	Geet
geeet	Geet
roshni	Roshni
rroshni	Roshni
ROSHNI	Roshni
Bhagwan	Bhagwan
bhgawan	Bhagwan
bhagwan	Bhagwan
Bhaggwan	Bhagwan
desha	Desha
ddeshaa	Desha
Deshaa	Desha
BHAGWAN	Bhagwan
BHAGWWAN	Bhagwan
Bhagwan	Bhagwan
BHAGWAN	Bhagwan
MMehmana	Mehmaana
memhaan	Mehmaan
ZINDAGI	Zindagi
Zindgi	Zindagi
Zindgi	Zindagi
zidngi	Zindagi
SAANJH	Saanjh
SAANJHH	Saanjh
spnaaa	Sapna
spnpaaa	Sapna
SSapnaaa	Sapna
swar	Swar
swr	Swar
sswar	Swar
swr	Swar
dili	Idli
idli	Idli
idlii	Idli
krishnn	Krishna
krishna	Krishna
kkrishn	Krishna
snskaarr	Sanskaar
sanskaar	Sanskaar
SANSKAAR	Sanskaar
Sanskaar	Sanskaar
Roshni	Roshni
orshnni	Roshni
poojaa	Pooja
OPOJAAA	Pooja
paneerr	Paneer
PANEER	Paneer
PAENER	Paneer
rosshni	Roshni
roshni	Roshni
DDost	Dost
dsott	Dost
DOST	Dost
doost	Dost
ddal	Dal
Dal	Dal
dl	Idli
dal	Dal
bandhhan	Bandhan
bandhan	Bandhan
nBdhan	Bandhan
bandhan	Bandhan
biiryni	Biryani
Biryani	Biryani
BIRYANNI	Biryani
MANZIIL	Manzil
maznil	Manzil
maanzil	Manzil
mnzil	Manzil
yaaadein	Yaadein
Yaadein	Yaadein
Yaaddein	Yaadein
yaadeein	Yaadein
Durgau	Durgau
Durgau	Durgau
durgau	Durgau
durggu	Durgau
Nirvana	Nirvana
nirvna	Nirvana
NiNrvna	Nirvana
Nirvanaa	Nirvana
paani	Paani
paani	Paani
SAAVERA	Savera
savera	Savera
asavera	Savera
Khushi	Khushi
KHSUHI	Khushi
khhsuhi	Khushi
KHUSHII	Khushi
ram	Aam
Ram	Aam
ram	Aam
Ram	Aam
GANEESH	Ganesh
GANESH	Ganesh
Gannesh	Ganesh
ganesh	Ganesh
POOJA	Pooja
ppooja	Pooja
pooja	Pooja
bnadhani	Bandhani
bndhhani	Bandhani
BANDHHANI	Bandhani
BANDHHAIN	Bandhan
aLaddu	Halwau
ladddu	Laddu
Laddu	Laddu
laaddu	Laddu
Saanjh	Saanjh
SANAJH	Saanjh
sannata	Sannata
sannata	Sannata
SANNNATA	Sannata
snnata	Sannata
Assha	Aasha
Aasha	Aasha
UMEEED	Umeed
ummeed	Umeed
umeedd	Umeed
umeedd	Umeed
Bhindiia	Bhindia
Bhindi	Bhindi
Bhindi	Bhindi
BHINDIIA	Bhindia
lassii	Lassi
LASSI	Lassi
laassi	Lassi
lasssi	Lassi
BBACHPAN	Bachpan
bahcpan	Bachpan
BBACHPAN	Bachpan
BACHPAN	Bachpan
Rotia	Rotia
ROITA	Dosta
BIRYANI	Biryani
biryaani	Biryani
BIRYANNI	Biryani
Biiryani	Biryani
SUKOON	Sukoon
sukoon	Sukoon
ssukoon	Sukoon
Sukoon	Sukoon
SUKOONN	Sukoon
SUKOONN	Sukoon
sukooonn	Sukoon
Prasaede	Prasadee
Prssadee	Prasadee
prsadee	Prasadee
manzila	Manzila
aMnzilaa	Manzila
MANZILLA	Manzila
Manzila	Manzila
sapnna	Sapna
spnaa	Sapna
sapna	Sapna
SAPNAA	Sapna
SWWAREE	Swaree
Swaree	Swaree
NIRVANAA	Nirvana
nirvana	Nirvana
musakn	Muskan
Muskaan	Muskan
musskan	Muskan
muskaan	Muskan
BIRYANI	Biryani
Biryyni	Biryani
CAHIAA	Aasha
CHAIIA	Chaia
chaiai	Chaia
Prern	Prerna
PERRNA	Prerna
Jalebi	Jalebi
jjalebi	Jalebi
Chai	Chai
chhai	Chai
cchi	Shiv
hCaai	Chai
Dosa	Dosa
ddsoa	Dosa
dosa	Dosa
durg	Durga
uDrgga	Durga
durga	Durga
durg	Durga
roshni	Roshni
ROOSHNI	Roshni
Roshni	Roshni
rooshni	Roshni
ddhtri	Bhaturai
dharti	Dharti
DHAARTI	Dharti
prem	Prem
prrem	Prem
Premm	Prem
PREM	Prem
SWWAR	Swar
Swar	Swar
Prssadi	Prasadi
Prsadi	Prasadi
adalaa	Pala
dalaaa	Pala
DALAA	Pala
DALAAA	Pala
sannaata	Sannata
SANNATA	Sannata
sannatta	Sannata
asnnnata	Sannata
saanjh	Saanjh
ssaanjh	Saanjh
Preerna	Prerna
Prern	Prerna
diin	Din
dini	Dini
diin	Din
DIIN	Din
MMAUSAM	Mausam
mauusam	Mausam
mausam	Mausam
dots	Dosa
DDost	Dost
DOOST	Dost
ddil	Dil
Dil	Dil
Diil	Dil
asmita	Asmita
Asmit	Asmita
rrasgulla	Rasgulla
RASGULULA	Rasgulla
rsguulla	Rasgulla
ssaanjh	Saanjh
saajnh	Kshan
Saanjh	Saanjh
JANAM	Janam
Janam	Janam
KALAKARREE	Kalakaree
Kalaakaree	Kalakaree
Manziil	Manzil
maanzil	Manzil
manzil	Manzil
MANIZLL	Manzil
Prasaadi	Prasadi
Parsaadi	Prasadi
bandhan	Bandhan
bndhaan	Bandhan
bnadhhan	Bandhan
sapnna	Sapna
SAPNA	Sapna
saapna	Sapna
Sapnaa	Sapna
Umeed	Umeed
uumeed	Umeed
humsafar	Humsafar
humsafaar	Humsafar
humsafarr	Humsafar
HUMSAFARR	Humsafar
POOJANN	Poojan
poojan	Poojan
Poojjan	Poojan
Poojann	Poojan
pl	Dal
PAL	Dal
Pal	Dal
ppal	Dal
Gulabjamunn	Gulabjamun
gulabjamun	Gulabjamun
GEET	Geet
Geet	Geet
geet	Geet
MMnzil	Manzil
mnzil	Manzil
mnzil	Manzil
MANZIL	Manzil
paaniaa	Paania
paaaniaa	Paania
sfarr	Humsafar
sfar	Humsafar
safaru	Safaru
SAFARU	Safaru
Manzzli	Manzili
manziil	Manzil
mmanzil	Manzil
pyaar	Pyaar
Pyaar	Pyaar
smitaa	Asmita
AAsmita	Asmita
aasmitaa	Asmita
baachpan	Bachpan
bchpan	Bachpan
Bchppan	Bachpan
Bchpan	Bachpan
DDAL	Dal
DALL	Dal
Dal	Dal
DAL	Dal
Sannata	Sannata
SANNNATA	Sannata
snnata	Sannata
prerna	Prerna
prerna	Prerna
KHUSHI	Khushi
Khushi	Khushi
loou	Aloou
ALOOU	Dalu
LAOOUU	Aloou
bnadegai	Bandegai
Banndegai	Bandegai
DALU	Dalu
DDlu	Idliu
khushi	Khushi
KKhushi	Khushi
khushi	Khushi
khushi	Khushi
shakti	Shakti
Shktii	Shakti
DIL	Dil
dil	Dil
BHINDI	Bhindi
BHINID	Bhindi
bhiindi	Bhindi
Sapan	Sapnan
spna	Sapna
sapnaa	Sapna
Mausama	Mausama
mausama	Mausama
mausama	Mausama
kkhwaab	Khwaab
KHWAAB	Khwaab
Khwaab	Khwaab
KHWAABB	Khwaab
Shnti	Shanti
shanti	Shanti
Roshnia	Roshnia
Roshnnia	Roshnia
RRoshnia	Roshnia
bhtuar	Bhatura
BBHATURA	Bhatura
dosstee	Dostee
Dostee	Dostee
Dosstee	Dostee
IDLIA	Idlia
idli	Idli
idilia	Idlia
IDLIIA	Idlia
paarivaar	Parivaar
parivaar	Parivaar
PARIVAAR	Parivaar
PARIVAAAR	Parivaar
matar	Matar
aMatar	Matar
Umeeedee	Umeedee
UMEEDEE	Umeedee
Umeedee	Umeedee
UMEEDDEE	Umeedee
DIIN	Din
DIN	Din
diin	Din
desh	Desh
ddesh	Desh
EDSH	Desh
NIRVANA	Nirvana
nirvna	Nirvana
niirvna	Nirvana
Nirvanaa	Nirvana
prrernan	Prernan
prernaan	Prernan
prernan	Prernan
Prernan	Prernan
bchpan	Bachpan
bchpan	Bachpan
bchpan	Bachpan
PAKORRA	Pakora
PAKORAA	Pakora
pkora	Pakora
pakora	Pakora
praasadn	Prasadn
prassadn	Prasadn
prsadn	Prasadn
prsadn	Prasadn
PREEM	Prem
RPEM	Prem
bhhindiu	Bhindiu
bhinddiu	Bhindiu
BBhindiu	Bhindiu
hawwa	Chawal
hawa	Chawal
hawa	Chawal
LASSIEEE	Lassiee
lsisee	Idliee
Sapan	Sapnan
sappna	Sapna
Sapna	Sapna
kkhushbooaa	Khushbooaa
khushbooa	Khushbooaa
GANESHAA	Ganesha
ganeshaa	Ganesha
Gneshaa	Ganesha
Pall	Dal
apll	Dal
pall	Dal
RRaat	Virasat
rraat	Virasat
Rat	Virasat
krishna	Krishna
krrishn	Krishna
Lasssi	Lassi
lassi	Lassi
humsfar	Humsafar
HHumsafar	Humsafar
HUMSAFAR	Humsafar
aydein	Yaadein
yaaedin	Yaadein
Saanjhee	Saanjhee
SAANJHHEE	Saanjhee
SAAANJHEE	Saanjhee
Lasssi	Lassi
Lasssi	Lassi
Lassii	Lassi
prernaa	Prerna
prernaa	Prerna
PRRERNAA	Prerna
Prernaa	Prerna
Nirrvana	Nirvana
Nirvanna	Nirvana
SWARRAA	Swara
swraa	Swara
swaraa	Swara
ppattagyra	Pattagyra
PATTAGGYRA	Pattagyra
ppttagyra	Pattagyra
Pattaagyra	Pattagyra
Humasfar	Humsafar
humsafar	Humsafar
HUMSSAFAR	Humsafar
Humsafar	Humsafar
mausamu	Mausamu
mausamuu	Mausamu
Musammu	Mausamu
amusamu	Mausamu
aam	Aam
Aam	Aam
AAM	Aam
aama	Rama
Kshhan	Kshan
kshan	Kshan
KSSHAN	Kshan
SSAANJHU	Saanjhu
Saanjjhu	Saanjhu
SAAANJHU	Saanjhu
saaanjhu	Saanjhu
biryaani	Biryani
biryani	Biryani
pyaar	Pyaar
PYARAR	Pyaar
Pyarr	Pyaar
spna	Sapna
Sapna	Sapna
Sapna	Sapna
kkhushin	Khushin
Khushin	Khushin
KHUSHIN	Khushin
Pooja	Pooja
POOJA	Pooja
Pooj	Pooja
bhaturaaa	Bhatura
BHATURAAA	Bhatura
BHATURAAA	Bhatura
DDal	Dal
ddal	Dal
Matrubhasah	Matrubhasha
matrubhasha	Matrubhasha
MATRUBHASHAA	Matrubhasha
chaiaaa	Chaia
chaiaa	Chaia
chaiaa	Chaia
CHHAIAA	Chaia
Asimta	Asmita
Asmita	Asmita
AAMSITA	Asmita
asmmita	Asmita
bhjanaaa	Bhajana
BHJAANAA	Bhajana
HBAJANAA	Bhajana
bhajanaa	Bhajana
RPERNA	Prerna
prenra	Prerna
RASGULLA	Rasgulla
RASGULLA	Rasgulla
RAGSULLAA	Rasgulla
RASGULLA	Rasgulla
muskan	Muskan
mmuskn	Muskan
msukkan	Muskan
Muskan	Muskan
chainn	Chain
CCHIAN	Bachpan
Roshni	Roshni
rosshni	Roshni
roshni	Roshni
ROSHNI	Roshni
palaa	Pala
Pala	Pala
durg	Durga
DUURGA	Durga
DUURGA	Durga
Sukkoon	Sukoon
sukoon	Sukoon
prem	Prem
PREEM	Prem
Prrme	Prem
Preem	Prem
SHIV	Shiv
Shiv	Shiv
Samosaaee	Samosaee
SSamosaee	Samosaee
ladduuee	Ladduee
LADDUEE	Ladduee
LADDDEUE	Ladduee
ladduee	Ladduee
lassi	Lassi
lassi	Lassi
lassi	Lassi
DOSAEE	Dosaee
Dosaeee	Dosaee
dsoeee	Khushbooee
hsiv	Shiv
SIHV	Shiv
SHIV	Shiv
dost	Dost
dost	Dost
pprasad	Prasad
Prasad	Prasad
aamu	Aamu
AAMU	Aamu
AAMMU	Aamu
aamuu	Aamu
lladdu	Laddu
lddu	Dilu
Laaddu	Laddu
bhktiiu	Shaktiu
BBhktiu	Shaktiu
Bhktiu	Shaktiu
Bhjan	Bhajan
bhjan	Bhajan
kalaakar	Kalakar
klaakar	Kalakar
rasgulalu	Rasgullau
Rsgulllau	Rasgullau
rasgulllau	Rasgullau
Rasgullaau	Rasgullau
Preerna	Prerna
prernna	Prerna
odost	Dost
